superkingdom,RefSeq_number
Bacteria,GCF_000327045.1_ASM32704v1
Bacteria,GCF_000328625.1_ASM32862v1
Bacteria,GCF_000328705.1_ASM32870v1
Bacteria,GCF_000328765.2_ASM32876v2
Bacteria,GCF_000330885.1_ASM33088v1
Bacteria,GCF_000331025.1_ASM33102v1
Bacteria,GCF_000331715.1_ASM33171v1
Bacteria,GCF_000331735.1_ASM33173v1
Bacteria,GCF_000332115.1_ASM33211v1
Bacteria,GCF_000341385.1_ASM34138v1
Bacteria,GCF_000341395.1_ASM34139v1
Bacteria,GCF_000341895.1_ASM34189v1
Bacteria,GCF_000342265.1_ASM34226v1
Bacteria,GCF_000344805.1_ASM34480v1
Bacteria,GCF_000347635.1_ASM34763v1
Bacteria,GCF_000348565.1_ASM34856v1
Bacteria,GCF_000348725.1_ASM34872v1
Bacteria,GCF_000348745.1_ASM34874v1
Bacteria,GCF_000348805.1_ASM34880v1
Bacteria,GCF_000349945.1_ASM34994v1
Bacteria,GCF_000349975.1_ASM34997v1
Bacteria,GCF_000355675.1_ASM35567v1
Bacteria,GCF_000367205.1_ASM36720v1
Bacteria,GCF_000400875.1_ASM40087v1
Bacteria,GCF_000401175.1_ASM40117v1
Bacteria,GCF_000427095.1_T49
Bacteria,GCF_000442595.1_ASM44259v1
Bacteria,GCF_000454025.1_ASM45402v1
Bacteria,GCF_000455605.1_GPTSA100-9
Bacteria,GCF_000468615.2_ASM46861v2
Bacteria,GCF_000471025.2_ASM47102v2
Bacteria,GCF_000473305.1_ASM47330v1
Bacteria,GCF_000477415.1_ASM47741v1
Bacteria,GCF_000478885.1_ASM47888v1
Bacteria,GCF_000478905.1_ASM47890v1
Bacteria,GCF_000484535.1_ASM48453v1
Bacteria,GCF_000485905.1_ASM48590v1
Bacteria,GCF_000493735.1_ASM49373v1
Bacteria,GCF_000494755.1_ASM49475v1
Bacteria,GCF_000499665.2_RMONA_1
Bacteria,GCF_000503895.1_ASM50389v1
Bacteria,GCF_000504085.1_ASM50408v1
Bacteria,GCF_000504125.1_ASM50412v1
Bacteria,GCF_000508225.1_ASM50822v1
Bacteria,GCF_000511305.1_ASM51130v1
Bacteria,GCF_000511405.1_ASM51140v1
Bacteria,GCF_000512205.2_ASM51220v2
Bacteria,GCF_000512355.1_ASM51235v1
Bacteria,GCF_000512735.1_ASM51273v1
Bacteria,GCF_000512895.1_ASM51289v1
Bacteria,GCF_000512915.1_ASM51291v1
Bacteria,GCF_000513295.1_MGMSRv2
Bacteria,GCF_000517405.1_ASM51740v1
Bacteria,GCF_000517425.1_ASM51742v1
Bacteria,GCF_000517565.1_ASM51756v1
Bacteria,GCF_000520015.2_ASM52001v2
Bacteria,GCF_000521505.1_ASM52150v1
Bacteria,GCF_000521605.1_ASM52160v1
Bacteria,GCF_000521685.1_ASM52168v1
Bacteria,GCF_000521765.1_ASM52176v1
Bacteria,GCF_000522985.1_ASM52298v1
Bacteria,GCF_000523235.1_ASM52323v1
Bacteria,GCF_000525635.1_ASM52563v1
Bacteria,GCF_000550765.1_ASM55076v1
Bacteria,GCF_000565155.1_ASM56515v1
Bacteria,GCF_000568735.2_ASM56873v2
Bacteria,GCF_000568815.1_ASM56881v1
Bacteria,GCF_000577275.1_LPU83
Bacteria,GCF_000582515.1_ASM58251v1
Bacteria,GCF_000583855.1_ASM58385v1
Bacteria,GCF_000597885.1_ASM59788v1
Bacteria,GCF_000599985.1_ASM59998v1
Bacteria,GCF_000600005.1_ASM60000v1
Bacteria,GCF_000600105.1_ASM60010v1
Bacteria,GCF_000612685.1_scf7180000000004
Bacteria,GCF_000626635.1_ASM62663v1
Bacteria,GCF_000632845.1_ASM63284v1
Bacteria,GCF_000632965.1_ASM63296v1
Bacteria,GCF_000632985.1_ASM63298v1
Bacteria,GCF_000635915.2_ASM63591v2
Bacteria,GCF_000661895.1_ASM66189v1
Bacteria,GCF_000689355.1_PRJEB5999_assembly_1
Bacteria,GCF_000689635.2_ASM68963v2
Bacteria,GCF_000695095.2_ASM69509v2
Bacteria,GCF_000695975.1_ASM69597v1
Bacteria,GCF_000696485.1_ASM69648v1
Bacteria,GCF_000696675.2_ASM69667v2
Bacteria,GCF_000697965.2_ASM69796v2
Bacteria,GCF_000699505.1_ASM69950v1
Bacteria,GCF_000723165.1_JAG1
Bacteria,GCF_000723205.1_FAGA1
Bacteria,GCF_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed
Bacteria,GCF_000724525.1_ASM72452v1
Bacteria,GCF_000724605.1_ASM72460v1
Bacteria,GCF_000724625.1_ASM72462v1
Bacteria,GCF_000724775.3_ASM72477v3
Bacteria,GCF_000725345.1_ASM72534v1
Bacteria,GCF_000725385.1_ASM72538v1
Bacteria,GCF_000725405.1_ASM72540v1
Bacteria,GCF_000732925.1_ASM73292v1
Bacteria,GCF_000734015.1_ASM73401v1
Bacteria,GCF_000734895.2_ASM73489v2
Bacteria,GCF_000734975.2_ASM73497v2
Bacteria,GCF_000739085.1_ASM73908v1
Bacteria,GCF_000739435.1_ASM73943v1
Bacteria,GCF_000740455.1_ASM74045v1
Bacteria,GCF_000740965.1_ASM74096v1
Bacteria,GCF_000743945.1_ASM74394v1
Bacteria,GCF_000746585.1_ASM74658v2
Bacteria,GCF_000750535.1_ASM75053v1
Bacteria,GCF_000757785.1_ASM75778v1
Bacteria,GCF_000757795.1_ASM75779v1
Bacteria,GCF_000757865.1_ASM75786v1
Bacteria,GCF_000759475.1_ASM75947v1
Bacteria,GCF_000761115.1_ASM76111v1
Bacteria,GCF_000763575.1_ASM76357v1
Bacteria,GCF_000764045.2_ASM76404v2
Bacteria,GCF_000764535.1_ASM76453v1
Bacteria,GCF_000767465.1_ASM76746v1
Bacteria,GCF_000772085.1_ASM77208v1
Bacteria,GCF_000784875.1_ASM78487v3
Bacteria,GCF_000785495.1_ASM78549v1
Bacteria,GCF_000785705.2_ASM78570v2
Bacteria,GCF_000801145.1_ASM80114v1
Bacteria,GCF_000801275.2_ASM80127v1
Bacteria,GCF_000803645.1_ASM80364v1
Bacteria,GCF_000807275.1_ASM80727v1
Bacteria,GCF_000807315.1_ASM80731v1
Bacteria,GCF_000812665.2_ASM81266v2
Bacteria,GCF_000814825.1_ASM81482v1
Bacteria,GCF_000815225.1_ASM81522v1
Bacteria,GCF_000816045.1_ASM81604v1
Bacteria,GCF_000816145.1_ASM81614v1
Bacteria,GCF_000817325.1_ASM81732v1
Bacteria,GCF_000817955.1_ASM81795v1
Bacteria,GCF_000817975.1_ASM81797v1
Bacteria,GCF_000818035.1_ASM81803v1
Bacteria,GCF_000818095.1_ASM81809v1
Bacteria,GCF_000827125.1_ASM82712v1
Bacteria,GCF_000828055.2_ASM82805v2
Bacteria,GCF_000828475.1_ASM82847v1
Bacteria,GCF_000828635.1_ASM82863v1
Bacteria,GCF_000828735.1_ASM82873v1
Bacteria,GCF_000828875.1_ASM82887v1
Bacteria,GCF_000828915.1_ASM82891v1
Bacteria,GCF_000829315.1_ASM82931v1
Bacteria,GCF_000830985.1_ASM83098v1
Bacteria,GCF_000831385.1_ASM83138v1
Bacteria,GCF_000833025.1_ASM83302v1
Bacteria,GCF_000833315.1_ASM83331v1
Bacteria,GCF_000834865.1_ASM83486v1
Bacteria,GCF_000834945.1_ASM83494v1
Bacteria,GCF_000941055.1_ASM94105v1
Bacteria,GCF_000943515.2_ASM94351v2
Bacteria,GCF_000943805.1_ASM94380v1
Bacteria,GCF_000955665.1_ASM95566v1
Bacteria,GCF_000960975.1_ASM96097v1
Bacteria,GCF_000963865.1_ASM96386v1
Bacteria,GCF_000966445.2_ASM96644v2
Bacteria,GCF_000967305.2_ASM96730v2
Bacteria,GCF_000967895.1_ASM96789v1
Bacteria,GCF_000968175.1_ASM96817v1
Bacteria,GCF_000968195.1_ASM96819v1
Bacteria,GCF_000968535.2_ASM96853v1
Bacteria,GCF_000969645.2_ASM96964v2
Bacteria,GCF_000971565.1_ASM97156v1
Bacteria,GCF_000972785.3_ASM97278v3
Bacteria,GCF_000972865.1_ASM97286v1
Bacteria,GCF_000973085.1_ASM97308v1
Bacteria,GCF_000973105.1_ASM97310v1
Bacteria,GCF_000973125.1_ASM97312v1
Bacteria,GCF_000973505.1_ASM97350v1
Bacteria,GCF_000973625.1_ASM97362v1
Bacteria,GCF_000973725.1_ASM97372v1
Bacteria,GCF_000978535.1_ASM97853v1
Bacteria,GCF_000981765.1_ASM98176v1
Bacteria,GCF_000982715.1_ASM98271v1
Bacteria,GCF_000988565.1_ASM98856v1
Bacteria,GCF_000988725.2_ASM98872v2
Bacteria,GCF_000993825.1_ASM99382v1
Bacteria,GCF_001005905.1_ASM100590v1
Bacteria,GCF_001007875.1_ASM100787v1
Bacteria,GCF_001007935.1_ASM100793v1
Bacteria,GCF_001008165.2_ASM100816v2
Bacteria,GCF_001010285.1_ASM101028v1
Bacteria,GCF_001010505.1_ASM101050v1
Bacteria,GCF_001010805.1_ASM101080v1
Bacteria,GCF_001011055.1_ASM101105v1
Bacteria,GCF_001011155.1_ASM101115v1
Bacteria,GCF_001011675.1_ASM101167v1
Bacteria,GCF_001017435.1_ASM101743v1
Bacteria,GCF_001017655.1_ASM101765v1
Bacteria,GCF_001020955.1_ASM102095v1
Bacteria,GCF_001021935.1_ASM102193v1
Bacteria,GCF_001021975.1_ASM102197v1
Bacteria,GCF_001022135.1_ASM102213v1
Bacteria,GCF_001023575.1_ASM102357v1
Bacteria,GCF_001025215.1_ASM102521v1
Bacteria,GCF_001026985.1_ASM102698v1
Bacteria,GCF_001027025.1_ASM102702v1
Bacteria,GCF_001027225.1_ASM102722v1
Bacteria,GCF_001027285.1_ASM102728v1
Bacteria,GCF_001027545.1_ASM102754v1
Bacteria,GCF_001028285.3_ASM102828v3
Bacteria,GCF_001028625.1_ASM102862v1
Bacteria,GCF_001028705.1_ASM102870v1
Bacteria,GCF_001040945.1_ASM104094v1
Bacteria,GCF_001042675.1_ASM104267v1
Bacteria,GCF_001042695.1_ASM104269v1
Bacteria,GCF_001043175.1_ASM104317v1
Bacteria,GCF_001050115.1_ASM105011v1
Bacteria,GCF_001050135.1_ASM105013v1
Bacteria,GCF_001051995.2_ASM105199v2
Bacteria,GCF_001077715.1_ASM107771v1
Bacteria,GCF_001077795.1_ASM107779v1
Bacteria,GCF_001077815.2_ASM107781v2
Bacteria,GCF_001183865.1_ASM118386v1
Bacteria,GCF_001185205.1_ASM118520v1
Bacteria,GCF_001186405.1_ASM118640v1
Bacteria,GCF_001186465.1_ASM118646v1
Bacteria,GCF_001187595.1_ASM118759v1
Bacteria,GCF_001187785.1_ASM118778v1
Bacteria,GCF_001189295.1_ASM118929v1
Bacteria,GCF_001189495.1_ASM118949v1
Bacteria,GCF_001189515.2_ASM118951v2
Bacteria,GCF_001189535.1_ASM118953v1
Bacteria,GCF_001262035.1_ASM126203v1
Bacteria,GCF_001262055.1_ASM126205v1
Bacteria,GCF_001263175.1_ASM126317v1
Bacteria,GCF_001263395.1_ASM126339v1
Bacteria,GCF_001264245.1_ASM126424v1
Bacteria,GCF_001267295.1_ASM126729v1
Bacteria,GCF_001267925.1_ASM126792v1
Bacteria,GCF_001271345.1_ASM127134v1
Bacteria,GCF_001272655.2_ASM127265v2
Bacteria,GCF_001274575.1_ASM127457v1
Bacteria,GCF_001274655.1_ASM127465v1
Bacteria,GCF_001275345.1_ASM127534v1
Bacteria,GCF_001277175.1_ASM127717v1
Bacteria,GCF_001277195.1_ASM127719v1
Bacteria,GCF_001277215.2_ASM127721v2
Bacteria,GCF_001277235.1_ASM127723v1
Bacteria,GCF_001277255.1_ASM127725v1
Bacteria,GCF_001278825.1_ASM127882v1
Bacteria,GCF_001280205.1_ASM128020v1
Bacteria,GCF_001281085.1_ASM128108v1
Bacteria,GCF_001281405.1_ASM128140v1
Bacteria,GCF_001281425.1_ASM128142v1
Bacteria,GCF_001281485.1_ASM128148v1
Bacteria,GCF_001293125.1_ASM129312v1
Bacteria,GCF_001294625.1_ASM129462v1
Bacteria,GCF_001298525.1_ASM129852v1
Bacteria,GCF_001302565.1_ASM130256v1
Bacteria,GCF_001302585.1_ASM130258v1
Bacteria,GCF_001304715.1_ASM130471v1
Bacteria,GCF_001304795.1_ASM130479v1
Bacteria,GCF_001305675.1_ASM130567v1
Bacteria,GCF_001307805.1_ASM130780v2
Bacteria,GCF_001310085.1_ASM131008v1
Bacteria,GCF_001310225.1_ASM131022v1
Bacteria,GCF_001314305.1_ASM131430v1
Bacteria,GCF_001314975.1_ASM131497v1
Bacteria,GCF_001318345.1_ASM131834v1
Bacteria,GCF_001399775.1_ASM139977v1
Bacteria,GCF_001411765.2_ASM141176v2
Bacteria,GCF_001412575.1_ASM141257v1
Bacteria,GCF_001412655.1_ASM141265v1
Bacteria,GCF_001414055.1_ASM141405v1
Bacteria,GCF_001420915.1_ASM142091v1
Bacteria,GCF_001430825.1_ASM143082v1
Bacteria,GCF_001430865.1_ASM143086v1
Bacteria,GCF_001431725.1_ASM143172v1
Bacteria,GCF_001439585.2_ASM143958v2
Bacteria,GCF_001442475.1_ASM144247v1
Bacteria,GCF_001442745.1_ASM144274v1
Bacteria,GCF_001442785.1_ASM144278v1
Bacteria,GCF_001442805.1_ASM144280v1
Bacteria,GCF_001443605.1_ASM144360v1
Bacteria,GCF_001444365.1_ASM144436v1
Bacteria,GCF_001444425.1_ASM144442v1
Bacteria,GCF_001446275.1_ASM144627v1
Bacteria,GCF_001447335.1_ASM144733v1
Bacteria,GCF_001454945.1_ASM145494v1
Bacteria,GCF_001455145.1_ASM145514v1
Bacteria,GCF_001455205.1_ASM145520v1
Bacteria,GCF_001456115.1_ASM145611v1
Bacteria,GCF_001456255.1_ASM145625v1
Bacteria,GCF_001465255.1_ASM146525v1
Bacteria,GCF_001465855.1_ASM146585v1
Bacteria,GCF_001466725.1_ASM146672v1
Bacteria,GCF_001469565.1_ASM146956v1
Bacteria,GCF_001477625.1_ASM147762v1
Bacteria,GCF_001481655.1_ASM148165v1
Bacteria,GCF_001481725.1_ASM148172v1
Bacteria,GCF_001482365.1_ASM148236v1
Bacteria,GCF_001483385.1_ASM148338v1
Bacteria,GCF_001483865.1_ASM148386v1
Bacteria,GCF_001483945.1_ASM148394v1
Bacteria,GCF_001484065.1_ASM148406v1
Bacteria,GCF_001484605.1_ASM148460v1
Bacteria,GCF_001506165.1_ASM150616v1
Bacteria,GCF_001509405.1_ASM150940v1
Bacteria,GCF_001514455.1_ASM151445v1
Bacteria,GCF_001518835.1_ASM151883v1
Bacteria,GCF_001534665.1_ASM153466v1
Bacteria,GCF_001534725.1_ASM153472v1
Bacteria,GCF_001534765.1_ASM153476v1
Bacteria,GCF_001542565.1_ASM154256v1
Bacteria,GCF_001542625.1_ASM154262v2
Bacteria,GCF_001542775.1_ASM154277v1
Bacteria,GCF_001543145.1_ASM154314v1
Bacteria,GCF_001543175.1_ASM154317v1
Bacteria,GCF_001543205.1_ASM154320v1
Bacteria,GCF_001543245.1_ASM154324v1
Bacteria,GCF_001543285.1_ASM154328v1
Bacteria,GCF_001543345.1_ASM154334v1
Bacteria,GCF_001544015.1_ASM154401v1
Bacteria,GCF_001545095.1_ASM154509v1
Bacteria,GCF_001545155.1_ASM154515v1
Bacteria,GCF_001547735.1_ASM154773v1
Bacteria,GCF_001547755.1_ASM154775v1
Bacteria,GCF_001547855.1_ASM154785v1
Bacteria,GCF_001547995.1_ASM154799v1
Bacteria,GCF_001548055.1_ASM154805v1
Bacteria,GCF_001548095.1_Gm3709_assembly_1.0
Bacteria,GCF_001548235.1_ASM154823v1
Bacteria,GCF_001548275.1_ASM154827v1
Bacteria,GCF_001548375.1_ASM154837v1
Bacteria,GCF_001548395.1_ASM154839v1
Bacteria,GCF_001549955.1_ASM154995v1
Bacteria,GCF_001553545.1_ASM155354v1
Bacteria,GCF_001553565.1_ASM155356v1
Bacteria,GCF_001553625.1_ASM155362v1
Bacteria,GCF_001553645.1_ASM155364v1
Bacteria,GCF_001553935.1_ASM155393v1
Bacteria,GCF_001554015.1_ASM155401v1
Bacteria,GCF_001558875.1_ASM155887v1
Bacteria,GCF_001558975.1_ASM155897v1
Bacteria,GCF_001559015.1_ASM155901v1
Bacteria,GCF_001561975.1_ASM156197v1
Bacteria,GCF_001562195.1_ASM156219v1
Bacteria,GCF_001562215.1_ASM156221v1
Bacteria,GCF_001562255.1_ASM156225v1
Bacteria,GCF_001564455.1_ASM156445v1
Bacteria,GCF_001572725.1_ASM157272v1
Bacteria,GCF_001572745.1_ASM157274v1
Bacteria,GCF_001577265.1_ASM157726v1
Bacteria,GCF_001577365.1_ASM157736v1
Bacteria,GCF_001577755.1_ASM157775v1
Bacteria,GCF_001578105.1_ASM157810v1
Bacteria,GCF_001578515.1_ASM157851v1
Bacteria,GCF_001579905.1_ASM157990v1
Bacteria,GCF_001579945.1_ASM157994v1
Bacteria,GCF_001580455.1_ASM158045v1
Bacteria,GCF_001583415.1_ASM158341v1
Bacteria,GCF_001584145.1_ASM158414v1
Bacteria,GCF_001584205.1_ASM158420v1
Bacteria,GCF_001584225.1_ASM158422v1
Bacteria,GCF_001586165.1_ASM158616v1
Bacteria,GCF_001586235.1_ASM158623v1
Bacteria,GCF_001586255.1_ASM158625v1
Bacteria,GCF_001586275.1_ASM158627v1
Bacteria,GCF_001590605.1_ASM159060v1
Bacteria,GCF_001590685.1_ASM159068v1
Bacteria,GCF_001593605.1_ASM159360v1
Bacteria,GCF_001596115.1_ASM159611v1
Bacteria,GCF_001596155.1_ASM159615v1
Bacteria,GCF_001598195.1_ASM159819v1
Bacteria,GCF_001602095.1_ASM160209v1
Bacteria,GCF_001602115.1_ASM160211v1
Bacteria,GCF_001602215.1_ASM160221v1
Bacteria,GCF_001605015.1_ASM160501v1
Bacteria,GCF_001606005.1_ASM160600v1
Bacteria,GCF_001606025.1_ASM160602v1
Bacteria,GCF_001610775.1_ASM161077v1
Bacteria,GCF_001610835.1_ASM161083v1
Bacteria,GCF_001610955.1_ASM161095v1
Bacteria,GCF_001610995.1_ASM161099v1
Bacteria,GCF_001611155.1_ASM161115v1
Bacteria,GCF_001611275.1_ASM161127v1
Bacteria,GCF_001611975.1_ASM161197v1
Bacteria,GCF_001617605.1_ASM161760v1
Bacteria,GCF_001617625.1_ASM161762v1
Bacteria,GCF_001617645.1_ASM161764v1
Bacteria,GCF_001618685.1_ASM161868v1
Bacteria,GCF_001618845.1_ASM161884v1
Bacteria,GCF_001618865.1_ASM161886v1
Bacteria,GCF_001620305.1_ASM162030v1
Bacteria,GCF_001628715.1_ASM162871v1
Bacteria,GCF_001632825.1_ASM163282v1
Bacteria,GCF_001632845.1_ASM163284v1
Bacteria,GCF_001634305.1_ASM163430v1
Bacteria,GCF_001634345.1_ASM163434v1
Bacteria,GCF_001636015.1_ASM163601v1
Bacteria,GCF_001636255.1_ASM163625v1
Bacteria,GCF_001636275.1_ASM163627v1
Bacteria,GCF_001636295.1_ASM163629v1
Bacteria,GCF_001636925.1_ASM163692v1
Bacteria,GCF_001638925.1_ASM163892v1
Bacteria,GCF_001640865.1_ASM164086v1
Bacteria,GCF_001640985.1_ASM164098v1
Bacteria,GCF_001641005.1_ASM164100v1
Bacteria,GCF_001641285.1_ASM164128v1
Bacteria,GCF_001641305.1_ASM164130v1
Bacteria,GCF_001642675.1_ASM164267v1
Bacteria,GCF_001643775.1_ASM164377v1
Bacteria,GCF_001643995.1_ASM164399v1
Bacteria,GCF_001644665.1_ASM164466v1
Bacteria,GCF_001644685.1_ASM164468v1
Bacteria,GCF_001644705.1_ASM164470v1
Bacteria,GCF_001647635.1_ASM164763v1
Bacteria,GCF_001648155.1_ASM164815v1
Bacteria,GCF_001648175.1_ASM164817v1
Bacteria,GCF_001651805.1_ASM165180v1
Bacteria,GCF_001652465.1_ASM165246v1
Bacteria,GCF_001652565.1_ASM165256v1
Bacteria,GCF_001653335.1_ASM165333v1
Bacteria,GCF_001653455.1_ASM165345v1
Bacteria,GCF_001653755.1_ASM165375v1
Bacteria,GCF_001653955.1_ASM165395v1
Bacteria,GCF_001654455.1_ASM165445v1
Bacteria,GCF_001655245.1_ASM165524v1
Bacteria,GCF_001655575.1_ASM165557v1
Bacteria,GCF_001659785.1_ASM165978v1
Bacteria,GCF_001660485.1_ASM166048v1
Bacteria,GCF_001661135.1_ASM166113v1
Bacteria,GCF_001663175.1_ASM166317v1
Bacteria,GCF_001663815.1_ASM166381v1
Bacteria,GCF_001664165.1_ASM166416v1
Bacteria,GCF_001664265.1_ASM166426v1
Bacteria,GCF_001672055.1_ASM167205v1
Bacteria,GCF_001676785.2_ASM167678v2
Bacteria,GCF_001677435.1_ASM167743v1
Bacteria,GCF_001678905.1_ASM167890v1
Bacteria,GCF_001679665.1_ASM167966v1
Bacteria,GCF_001679685.1_ASM167968v1
Bacteria,GCF_001682385.1_ASM168238v1
Bacteria,GCF_001683055.1_ASM168305v1
Bacteria,GCF_001683395.1_ASM168339v1
Bacteria,GCF_001683455.1_ASM168345v1
Bacteria,GCF_001685355.1_ASM168535v1
Bacteria,GCF_001685415.1_ASM168541v1
Bacteria,GCF_001685435.2_ASM168543v3
Bacteria,GCF_001685605.1_ASM168560v1
Bacteria,GCF_001686985.1_ASM168698v1
Bacteria,GCF_001687065.1_ASM168706v1
Bacteria,GCF_001687125.1_ASM168712v1
Bacteria,GCF_001687545.1_ASM168754v1
Bacteria,GCF_001687565.2_ASM168756v2
Bacteria,GCF_001687585.2_ASM168758v2
Bacteria,GCF_001687605.2_ASM168760v2
Bacteria,GCF_001687625.2_ASM168762v2
Bacteria,GCF_001687645.1_ASM168764v1
Bacteria,GCF_001687665.2_ASM168766v2
Bacteria,GCF_001690155.1_ASM169015v1
Bacteria,GCF_001692755.1_ASM169275v1
Bacteria,GCF_001693295.1_ASM169329v1
Bacteria,GCF_001693595.1_ASM169359v1
Bacteria,GCF_001693675.1_ASM169367v1
Bacteria,GCF_001697225.1_ASM169722v1
Bacteria,GCF_001698105.1_ASM169810v1
Bacteria,GCF_001698125.1_ASM169812v1
Bacteria,GCF_001698185.1_ASM169818v1
Bacteria,GCF_001698205.1_ASM169820v1
Bacteria,GCF_001698225.1_ASM169822v1
Bacteria,GCF_001701025.1_ASM170102v1
Bacteria,GCF_001701045.1_ASM170104v1
Bacteria,GCF_001702235.1_ASM170223v1
Bacteria,GCF_001702455.1_ASM170245v1
Bacteria,GCF_001704155.1_ASM170415v1
Bacteria,GCF_001704235.1_ASM170423v1
Bacteria,GCF_001704275.1_ASM170427v1
Bacteria,GCF_001704955.1_ASM170495v1
Bacteria,GCF_001704955.2_ASM170495v2
Bacteria,GCF_001708405.1_ASM170840v1
Bacteria,GCF_001713355.1_ASM171335v1
Bacteria,GCF_001713395.1_ASM171339v1
Bacteria,GCF_001713435.1_ASM171343v1
Bacteria,GCF_001713475.1_ASM171347v1
Bacteria,GCF_001714705.1_ASM171470v1
Bacteria,GCF_001714725.1_ASM171472v1
Bacteria,GCF_001717505.1_ASM171750v1
Bacteria,GCF_001717545.1_ASM171754v1
Bacteria,GCF_001717565.1_ASM171756v1
Bacteria,GCF_001720465.1_ASM172046v1
Bacteria,GCF_001720485.1_ASM172048v1
Bacteria,GCF_001721185.1_ASM172118v1
Bacteria,GCF_001721645.1_ASM172164v1
Bacteria,GCF_001723605.1_ASM172360v1
Bacteria,GCF_001729765.1_ASM172976v1
Bacteria,GCF_001729785.1_ASM172978v1
Bacteria,GCF_001735745.1_ASM173574v1
Bacteria,GCF_001741865.1_ASM174186v1
Bacteria,GCF_001747405.1_ASM174740v1
Bacteria,GCF_001750105.1_ASM175010v1
Bacteria,GCF_001750685.1_ASM175068v1
Bacteria,GCF_001753205.1_ASM175320v1
Bacteria,GCF_001753225.1_ASM175322v1
Bacteria,GCF_001753245.1_ASM175324v1
Bacteria,GCF_001761325.1_ASM176132v1
Bacteria,GCF_001761345.1_ASM176134v1
Bacteria,GCF_001761365.1_ASM176136v1
Bacteria,GCF_001761405.1_ASM176140v1
Bacteria,GCF_001787355.1_ASM178735v1
Bacteria,GCF_001808185.1_ASM180818v1
Bacteria,GCF_001854065.1_ASM185406v1
Bacteria,GCF_001854085.1_ASM185408v1
Bacteria,GCF_001854225.1_ASM185422v1
Bacteria,GCF_001854245.1_ASM185424v1
Bacteria,GCF_001855275.1_ASM185527v1
Bacteria,GCF_001856725.1_ASM185672v1
Bacteria,GCF_001865835.1_ASM186583v1
Bacteria,GCF_001874625.1_ASM187462v1
Bacteria,GCF_001878675.1_ASM187867v1
Bacteria,GCF_001885235.1_ASM188523v1
Bacteria,GCF_001886435.1_ASM188643v1
Bacteria,GCF_001886675.1_ASM188667v1
Bacteria,GCF_001886815.1_ASM188681v1
Bacteria,GCF_001886835.1_ASM188683v1
Bacteria,GCF_001886875.1_ASM188687v1
Bacteria,GCF_001887015.1_ASM188701v1
Bacteria,GCF_001887245.1_ASM188724v1
Bacteria,GCF_001887265.1_ASM188726v1
Bacteria,GCF_001887285.1_ASM188728v1
Bacteria,GCF_001887595.1_ASM188759v1
Bacteria,GCF_001887675.1_ASM188767v1
Bacteria,GCF_001887775.1_ASM188777v1
Bacteria,GCF_001888165.1_ASM188816v1
Bacteria,GCF_001889005.1_ASM188900v1
Bacteria,GCF_001889105.1_ASM188910v1
Bacteria,GCF_001889125.1_ASM188912v1
Bacteria,GCF_001891105.1_ASM189110v1
Bacteria,GCF_001895305.1_ASM189530v1
Bacteria,GCF_001901705.1_ASM190170v1
Bacteria,GCF_001902295.1_ASM190229v1
Bacteria,GCF_001902495.1_ASM190249v1
Bacteria,GCF_001908775.1_ASM190877v1
Bacteria,GCF_001922005.1_ASM192200v1
Bacteria,GCF_001922025.1_ASM192202v1
Bacteria,GCF_001922145.1_ASM192214v1
Bacteria,GCF_001922305.1_ASM192230v1
Bacteria,GCF_001922325.1_ASM192232v1
Bacteria,GCF_001922405.1_ASM192240v1
Bacteria,GCF_001932555.1_ASM193255v1
Bacteria,GCF_001932615.1_ASM193261v1
Bacteria,GCF_001932675.1_ASM193267v1
Bacteria,GCF_001932715.1_ASM193271v1
Bacteria,GCF_001936175.1_ASM193617v1
Bacteria,GCF_001936235.1_ASM193623v1
Bacteria,GCF_001936255.1_ASM193625v1
Bacteria,GCF_001936335.1_ASM193633v1
Bacteria,GCF_001936355.1_ASM193635v1
Bacteria,GCF_001936375.1_ASM193637v1
Bacteria,GCF_001938705.1_ASM193870v1
Bacteria,GCF_001941365.1_ASM194136v1
Bacteria,GCF_001941525.1_ASM194152v1
Bacteria,GCF_001941605.1_ASM194160v1
Bacteria,GCF_001941645.1_ASM194164v1
Bacteria,GCF_001941765.1_ASM194176v1
Bacteria,GCF_001941805.1_ASM194180v1
Bacteria,GCF_001951015.1_ASM195101v1
Bacteria,GCF_001951095.1_ASM195109v1
Bacteria,GCF_001951135.1_ASM195113v1
Bacteria,GCF_001951135.2_ASM195113v2
Bacteria,GCF_001951155.1_ASM195115v1
Bacteria,GCF_001951175.1_ASM195117v1
Bacteria,GCF_001951335.1_ASM195133v1
Bacteria,GCF_001952795.1_ASM195279v1
Bacteria,GCF_001952815.1_ASM195281v1
Bacteria,GCF_001953155.1_ASM195315v1
Bacteria,GCF_001953195.1_ASM195319v1
Bacteria,GCF_001953215.1_ASM195321v1
Bacteria,GCF_001953255.1_ASM195325v1
Bacteria,GCF_001955695.1_ASM195569v1
Bacteria,GCF_001955715.1_ASM195571v1
Bacteria,GCF_001955735.1_ASM195573v1
Bacteria,GCF_001956675.1_ASM195667v1
Bacteria,GCF_001956695.1_ASM195669v1
Bacteria,GCF_001969445.1_ASM196944v1
Bacteria,GCF_001970835.1_ASM197083v1
Bacteria,GCF_001971565.1_ASM197156v1
Bacteria,GCF_001971725.1_ASM197172v1
